Master_Plot,NO_LichenSpp,NO_LichensMatrix,NO_indeterminatespp,NO_PBAbsent,NO_PBCyanobact,NO_PBGreencoccoid,NO_PBGreentrent,NO_PBPolymorph,NO_PBGreenStichoc,NO_Bark,NO_Humus,NO_Lichen,NO_noncalc.rock,NO_Wood,NO_Leaf,NO_Calc.rock,NO_Fungi,NO_Hepatics,NO_EpiphyticMacrolichenNO_,NO_EpiphyticMacrolichenYes,NO_Lichenized,NO_nonLichenized,NO_ParasiteNo,NO_ParasiteYes,NO_Crustose,NO_Foliose,NO_Fruticose,NO_Polymorp,NO_Squam,NO_Umbilicate,NO_FungalAsexual,NO_LichenizedAsexual,NO_Polymorphic,NO_Sexual,Date_Inventoried,DateSampled,State,Plot_Code_AUTOFILLS,SiteNameEmu,County,OwnerEmuIRN,Jurisdiction,Locality_Data,HabitatData,General_Geology,Precise_Geology,Latitude,Longitude,Elevm,Slope,Aspect,Collecting_Time_Mins,NO_Collectors,LichenDiversity,NO_VoucherCollections,WetDryDay,RockCover,LargeTrees,CanopyCover,Understory,Weediness,Recruitment,Litter,Loggyness,PatchSize,Neighborhood,DistancetoCore,SumHabitatQuality,SumDBH,AverDBH,NO_Shrubspp,NO_Treespp,NO_Woodyspp,Notes
105,84,84,0,2,5,69,7,1,0,69,2,1,11,0,0,1,0,0,52,32,82,2,83,1,45,28,5,1,4,1,0,45,2,37,1/4/2019,1/4/2019,GA,GA-MP-105,CHNF-Big Bald Mountain,Gilmer,255090,United_States_National_Forest_Service,"Chattahoochee National Forest, SE slopes of Big Bald Mountain, 0.2 mi W of FSR383, 4.1 mi SW of jct w/ Rock Creek Rd./Stanley Creek Rd.","Mixed hardwood (Acer, Betula lenta, Carya, Hamamelis, Liriodendron, Prunus, Quercus alba, Q. rubra) forest with large quartzite rockface",Non_calcareous,Quartzite,34.75287,-84.31403,1167,10,South_facing,60,2,84,125,Wet,3,3,3,15,15,10,5,3,8,5.2,5,72.2,402,80.4,2,14,16, 
106,90,90,0,1,6,75,8,0,0,82,4,1,1,2,0,0,0,0,50,40,89,1,89,1,46,29,6,3,6,0,0,42,4,44,1/5/2019,1/5/2019,GA,GA-MP-106,CHNF-Toccoa,Fannin,255090,United_States_National_Forest_Service,"Chattahoochee National Forest, ravine of tributary to Toccoa River, Toccoa River Rd./FR333 0.7 mi NW of jct w/ Rocky Creek Rd./FSR69","Riparian corridor with Kalmia understory and mixed hardwoods (Acer saccharum, Liriodendron, Quercus alba and Q. rubra) surrounded by Pinus strobus plantation",Non_calcareous,Non_calcareous,34.73247,-84.16311,622,0,Flat,60,2,90,123,Wet,.5,3,3,15,9,10,5,3,8,2.4,5,63.4,583,116.6,1,13,14, 
107,88,86,2,1,6,74,5,0,0,60,3,1,20,2,0,0,0,0,52,34,85,1,85,1,40,33,4,3,5,1,0,47,3,36,1/5/2019,1/5/2019,GA,GA-MP-107,CHNF-Big John Dick,Fannin,255090,United_States_National_Forest_Service,"Chattahoochee National Forest, S slopes of Big John Dick Mountain, just E of Benton MacKaye Trail, 0.7 mi S of Bryson Gap, ~1 mi S of Little John Dick Mountain","Oak (Quercus alba, Q. rubra, Q. prinus) dominated mixed hardwood (Acer, Carya, Oxydendrum, Quercus) forest with Pinus strobus and schistose rock outcrops",Non_calcareous,Schist,34.70669,-84.18862,972,10,South_facing,65,2,88,121,Dry,2,3,4,15,15,10,5,2,8,4,5,71,561,93.5,1,8,9, 
108,75,74,1,0,6,63,4,1,0,68,1,0,5,0,0,0,0,0,34,40,74,0,74,0,32,36,2,0,2,2,0,41,1,32,1/7/2019,1/7/2019,GA,GA-MP-108,CHNF-Dyer Mountain,Fannin,255090,United_States_National_Forest_Service,"Chattahoochee National Forest, Dyer Mountain, slopes above FSR64 N of Long Gap and S of Rich Cove Gap, 1.9 mi S of jct w/ Watson Creek Rd./GA2","Mixed hardwood (Acer saccharum, Quercus alba, Q. rubra, Q. prinus) – conifer (Pinus strobus, Tsuga) forest with non-calcareous rock outcrops and Kalmia-Rhododendron understory",Non_calcareous,Non_calcareous,34.88439,-84.51274,953,20,East_facing,65,2,75,109,Dry,1,2,2,15,7,10,5,4,8,2.4,5,60.4,528,105.6,2,10,12, 
109,69,67,2,0,4,56,6,1,0,62,1,0,1,2,0,1,0,0,32,35,67,0,67,0,29,30,5,2,1,0,0,41,3,23,1/7/2019,1/7/2019,GA,GA-MP-109,CHNF-Dally Bottoms,Fannin,255090,United_States_National_Forest_Service,"Chattahoochee National Forest, Cohutta Wilderness, slopes above FSR22 and Tumbling Fork, 0.7 mi N of Dally Gap","Hemlock (Tsuga) dominated conifer (Tsuga, Pinus echinata, P. strobus) – hardwood (Acer, Ilex, Quercus alba) forest with Kalmia understory and many dead trees",Non_calcareous,Non_calcareous,34.94105,-84.51185,705,10,South_facing,40,2,69,95,Dry,1,1.5,0,2.5,11,5,3,4,8,3.2,5,43.2,487,81.17,2,11,13, 
110,53,49,4,0,2,46,1,0,0,36,2,0,3,3,5,0,0,0,25,24,49,0,49,0,21,20,4,3,1,0,2,27,4,16,1/7/2019,1/7/2019,GA,GA-MP-110,CHNF-Jacks Creek,Fannin,255090,United_States_National_Forest_Service,"Chattahoochee National Forest, Cohutta Wilderness, slopes above E shore of Jacks River, 0.3 mi N of confluence with Bear Branch, 1.3 mi S of confluence with Sugar Cove Branch","Riparian mixed conifer (Tsuga, Pinus) – hardwood (Acer, Alnus, Betula) forest with Rhododendron-Kalmia-Leucothoe understory, extensive dead conifers",Non_calcareous,Non_calcareous,34.91997,-84.54146,732,5,West_facing,41,2,53,72,Dry,1,2,1,20,15,5,4,3,8,3.2,5,66.2,306,102,1,7,8, 
111,101,100,1,1,9,88,1,1,0,72,8,1,18,1,0,0,0,0,57,43,99,1,99,1,41,42,4,8,3,2,0,55,5,40,1/9/2019,1/9/2019,GA,GA-MP-111,CHNF-Blood Mountain,Union,255090,United_States_National_Forest_Service,"Chattahoochee National Forest, Blood Mountain Wilderness, vicinity of summit of Blood Mountain, Appalachian Trail ~1.5 mi NW of Flatrock Gap","Rocky summit with granitic outcrops, abundant ericaceous understory (Kalmia, Rhododendron catawbiense) and mixed hardwood (Quercus alba dominant, Acer and Q. rubra) forest with sparse Pinus (P. rigida, P. strobus)",Non_calcareous,Granite,34.73849,-83.93638,1338,0,flat,73,2,101,157,Dry,7,10,5,20,15,10,5,0,9,4.4,5,83.4,430,143.33,3,5,8, 
112,122,118,4,1,10,94,13,0,0,106,2,1,6,3,0,0,0,0,69,49,117,1,117,1,63,39,6,4,6,0,1,51,5,61,1/9/2019,1/9/2019,GA,GA-MP-112,CHNF-Coopers Creek,Union,255090,United_States_National_Forest_Service,"Chattahoochee National Forest, slopes above W shore of tributary to Cooper Creek, W of Cooper Creek Rd./FSR39, 0.5 mi S of jct w/ Old Mulky Gap Rd./FSR39-B","Mixed hardwoods (Acer, Betula lenta, Carya, Halesia, Liriodendron, Quercus alba, Q. rubra, Q. prinus) – conifer (Pinus echinata, P. strobus, Tsuga) with remnant mature trees",Non_calcareous,Non_calcareous,34.75041,-84.02839,816,10,north_facing,84,2,122,167,Dry,1,6,5,20,15,10,5,3,8,5.2,5,82.2,492,98.4,0,17,17, 
113,59,58,1,0,4,53,0,1,0,56,0,0,2,0,0,0,0,0,27,31,58,0,58,0,27,27,4,0,0,0,0,37,0,21,1/11/2019,1/11/2019,GA,GA-MP-113,CHNF-Buckeye Mountain,Fannin,255090,United_States_National_Forest_Service,"Chattahoochee National Forest, Cohutta Wilderness, vicinity of summit of Buckeye Mountain, East Cowpen Trail ~0.5 mi S of jct w/ Hickory Ridge Trail","Mixed hardwood (Acer, Carya, Fraxinus, Prunus, Quercus, Nyssa) forest with Pinus strobus sparse Kalmia, occasional mature trees and extensive signs of burning",Non_calcareous,Non_calcareous,34.92724,-84.58457,1058,0,flat,41,2,59,77,Dry,1,3,2,10,11,5,5,2,8,3.2,5,54.2,386,77.2,1,9,10, 
114,74,72,2,1,1,65,5,0,0,64,1,0,5,1,0,0,1,0,39,33,71,1,72,0,36,30,2,2,1,1,0,40,2,30,1/12/2019,1/12/2019,GA,GA-MP-114,CHNF-Aska,Fannin,255090,United_States_National_Forest_Service,"Chattahoochee National Forest, S slopes of Green Mountain just E of Deep Gap and Aska Rd.","Mixed hardwood (Acer, Betula lenta, Oxydendrum, Quercus alba, Q. rubra, Q. prinus) – conifer (Pinus echinata, P. strobus) forest with sandstone boulders and Kalmia understory",Non_calcareous,Sandstone,34.81683,-84.29831,687,15,East_facing,45,2,74,106,Dry,1,3,5,15,15,10,5,0,8,.4,4,65.4,395,79,1,11,12, 
115,108,106,2,2,5,95,4,0,0,97,3,0,3,2,0,0,1,0,57,49,104,2,106,0,51,45,3,4,3,0,0,59,4,43,1/13/2019,1/13/2019,GA,GA-MP-115,CHNF-Helton Creek,Union,255090,United_States_National_Forest_Service,"Chattahoochee National Forest, E-facing slopes between Chestnut Knob and Fisher Knob, above FSR118B ~1.0 mi NE of jct w/ FSR118/Helton Creek Rd.","Mixed hardwood (Acer, Betula lenta, Carya, Liriodendron, Oxydendrum, Robinia, Quercus alba, Q. rubra, Q. prinus) – conifer (Pinus strobus) forest with Kalmia understory and remnant large trees",Non_calcareous,Non_calcareous,34.75698,-83.89566,810,15,East_facing,77,2,108,154,Wet,1,4,4,10,11,10,5,1,8,4,5,62,267,89,1,12,13, 
116,83,82,1,0,7,68,6,1,0,68,1,0,12,1,0,0,0,0,46,36,82,0,82,0,41,30,4,2,3,2,1,40,2,39,1/13/2019,1/13/2019,GA,GA-MP-116,CHNF-Coosa Bald,Union,255090,United_States_National_Forest_Service,"Chattahoochee National Forest, Coosa Bald Scenic Area, W-facing slopes of Duncan Ridge, 0.4 mi SE of Coosa Bald, 0.3 mi N of FSR39/Duncan Ridge Rd. at Wildcat Gap","Mixed hardwood (Acer, Betula lenta, Carya, Quercus alba, Q. rubra) – conifer (Pinus strobus, Tsuga) forest with Kalmia understory and conglomerate rock outcrops, adjacent to large stand of P. strobus",Non_calcareous,Conglomerate,34.77494,-83.96041,1226,5,West_facing,52,2,83,119,Wet,3,3,2,10,11,5,5,1,8,3.2,5,53.2,373,93.25,1,7,8, 
117,87,87,0,1,9,70,7,0,0,61,2,1,21,2,0,0,0,0,53,34,86,1,86,1,42,32,4,4,3,2,0,45,3,39,1/15/2019,1/15/2019,GA,GA-MP-117,CHNF-Laurel Top,Lumpkin,255090,United_States_National_Forest_Service,"Chattahoochee National Forest, Raven Cliff Wilderness, S of Appalachian Trail, 0.2 mi E of Wolf Laurel Top, 0.3 mi W of Baggs Creek Gap","Large granite outcrop with mixed hardwood (Acer, Betula, Carya, Prunus, Quercus alba, Q. rubra) – Pinus strobus forest",Non_calcareous,Granite,34.72628,-83.87163,1094,15,East_facing,70,2,87,115,Dry,3,4,5,20,15,10,5,1,10,4,5,79,345,115,0,17,17, 
118,104,103,1,0,6,94,2,1,0,68,6,0,29,0,0,0,0,0,66,37,103,0,102,1,50,38,3,5,5,2,0,60,3,40,1/15/2019,1/15/2019,GA,GA-MP-118,CHNF-Cowrock Mountain,Lumpkin,255090,United_States_National_Forest_Service,"Chattahoochee National Forest, Raven Cliff Wilderness, Cowrock Mountain, S of Appalachian Trail, 0.6 mi W of Tesnatee Gap, 0.2 mi S of Green Cliff Top","Extensive granite outcrop and cliffs, with mixed hardwood (Acer, Betula, Carya, Prunus, Quercus alba, Q. rubra) – Pinus strobus forest and sporadic Kalmia understory",Non_calcareous,Granite,34.72149,-83.85677,1160,5,South_facing,75,2,104,136,Dry,7,6,5,20,11,10,5,3,10,4,5,79,261,65.25,1,8,9, 
119,54,53,1,3,1,47,2,0,0,53,0,0,0,0,0,0,0,0,29,24,50,3,53,0,29,22,1,0,1,0,0,22,0,31,4/16/2019,4/16/2019,SC,SC-MP-119,SNF-Hell Hole,Oconee,256555,United_States_National_Forest_Service,"Sumter National Forest, E-facing slopes above Hell Hole Creek, FSR765 ~1 mi S of jct w/ Charlie Cobb Rd.","Remnant hardwoods (Acer, Carya, Quercus alba, Q. prinus, Q. rubra) in recent timber harvest area",Non_calcareous,Non_calcareous,34.81382,-83.21042,536,2,East_facing,60,1,54,60,Dry,0,0,0,0,11,10,0,3,8,-.4,4,35.6,95,95,1,11,12, 
120,67,64,3,0,5,53,6,0,0,54,5,0,1,4,0,0,0,0,41,23,64,0,64,0,34,21,1,5,3,0,0,31,4,29,4/16/2019,4/16/2019,SC,SC-MP-120,SNF-Poor Mountain,Oconee,256555,United_States_National_Forest_Service,"Sumter National Forest, S-facing slopes of Poor Mountain, N of FSR7441 ~0.8 mi E of jct w/ FSR744/Rich Mountain Rd.","Ruderal mixed hardwood (Acer, Carya, Ostrya, Quercus alba, Q. rubra, Q. prinus) – conifer (Pinus echinata, P. virginiana) forest with Kalmia-Vaccinium understory",Non_calcareous,Non_calcareous,34.76609,-83.14607,503,2,South_facing,80,1,67,92,Dry,1,0,3,15,11,10,5,3,8,3.2,5,63.2,354,88.5,3,11,14, 
121,111,107,4,1,9,90,7,0,0,93,2,1,7,4,0,0,0,0,65,42,106,1,106,1,63,32,5,1,6,0,0,57,2,48,4/16/2019,4/16/2019,SC,SC-MP-121,SNF-Ridley Mountain,Oconee,256555,United_States_National_Forest_Service,"Sumter National Forest, N-facing slopes of Ridley Mountain, S of FSR708/Burrells Ford Rd. ~0.4 mi W of jct w/ SC107","Burned mixed hardwood (Acer, Liriodendron, Quercus prinus, Q. rubra, Robinia, Tilia) – Pinus strobus forest with Kalmia understory and several mature Q. prinus",Non_calcareous,Non_calcareous,34.96249,-83.09048,855,15,North_facing,140,1,111,141,Dry,1,3,3,10,11,10,3,3,10,3.2,5,61.2,402,100.5,1,9,10, 
122,108,106,2,2,10,85,8,1,0,97,1,1,4,2,0,1,0,0,57,49,104,2,105,1,54,39,5,2,6,0,0,56,3,47,4/18/2019,4/18/2019,SC,SC-MP-122,SNF-Slatten Ridge,Oconee,256555,United_States_National_Forest_Service,"Sumter National Forest, Ellicott Rock Wilderness, Slatten Ridge, between Slatten Branch and Indian Camp Branch of West Fork of Chattooga River, Fork Mountain Trail ~1 mi W of SC107","Acidic mixed hardwood (Acer, Carya, Liriodendron, Oxydendrum, Quercus alba, Q. prinus, Q. rubra) – Pinus strobus forest with Gaylussacia-Kalmia understory",Non_calcareous,Non_calcareous,35.00197,-83.0657,927,5,South_facing,120,1,108,139,Dry,1,3,5,25,15,10,5,5,10,5.2,5,88.2,622,155.5,2,11,13, 
123,125,121,4,0,10,94,17,0,0,101,1,0,12,1,4,2,0,0,74,47,121,0,121,0,67,40,5,2,6,1,0,57,3,61,4/18/2019,4/18/2019,SC,SC-MP-123,SNF-East Fork,Oconee,256555,United_States_National_Forest_Service,"Sumter National Forest, Ellicott Rock Wilderness, low S-facing slopes of Fork Mountain, N of East Fork of Chattooga River, N of East Fork Trail ~1.3 mi W of Walhalla Fish Hatchery","Mixed hardwood (Acer, Betula lenta, Carpinus, Carya, Ilex opaca, Liriodendron, Magnolia fraseri, Quercus alba) – conifer (Pinus strobus, Tsuga) forest with sandstone outcrops and Rhododendron maximum-Leucothoe thickets in riparian areas",Non_calcareous,Sandstone,34.97997,-83.09068,702,10,South_facing,120,1,125,154,Dry,2,6,5,25,15,10,5,3,10,5.2,5,89.2,409,136.33,3,14,17, 
124,92,90,2,5,0,85,0,0,0,47,9,3,26,5,0,0,0,0,65,25,85,5,87,3,41,28,5,10,2,4,0,40,5,45,4/20/2019,4/20/2019,TN,TN-MP-124,TNSP-Whitehouse Cliffs,Unicoi,253042,Tennessee_State_Parks,"Rocky Fork State Park, Whitehouse Cliffs, above Rocky Fork Creek","Extensive sandstone cliffs, ledges and talus with open mixed hardwood (Acer, Quercus rubra) – Pinus rigida forest and Kalmia-Vaccinium understory",Non_calcareous,Non_calcareous,36.05145,-82.56166,974,45,South_facing,120,2,92,111,Wet,10,10,5,20,11,10,5,3,10,3.2,5,82.2,153,153,4,6,10, 
125,116,114,2,1,4,97,10,2,0,95,3,0,9,7,0,0,0,0,67,47,113,1,114,0,62,39,8,3,2,0,2,59,4,49,4/21/2019,4/21/2019,TN,TN-MP-125,TNSP-Higgins Ridge,Unicoi,253042,Tennessee_State_Parks,"Rocky Fork State Park, spur of Higgins Ridge, E of Birchfield Camp Trail, ~1 mi SW of Frozen Knob","Mixed hardwood (Acer, Carya, Quercus alba, Q. rubra) dominated forest with sparse  conifers (Pinus strobus, Tsuga) and occasional Kalmia thickets",Non_calcareous,Non_calcareous,36.07063,-82.57005,1312,35,East_facing,130,2,116,160,Wet,2,3,3,20,15,10,5,2,10,3.2,5,76.2,359,89.75,1,10,11, 
126,81,80,1,3,0,72,5,0,0,67,3,1,5,4,0,0,0,0,56,24,77,3,79,1,50,21,3,4,2,0,0,36,4,40,4/21/2019,4/21/2019,TN,TN-MP-126,TNSP-Whiteoak Flats,Unicoi,253042,Tennessee_State_Parks,"Rocky Fork State Park, slopes above confluence of Long Branch and Rocky Fork Creek, W of Birchfield Camp Trail ~0.2 mi N of jct w/ Headwaters Trail and White Oak Flats Trail","Young mixed hardwood (Acer, Carya, Liriodendron, Prunus, Quercus alba) – conifer (Pinus strobus, Tsuga) forest with occasional Rhododendron thickets",Non_calcareous,Non_calcareous,36.05575,-82.57482,963,5,South_facing,50,2,81,97,Dry,1,0,0,10,15,10,5,2,8,3.2,5,58.2,462,77,1,10,11, 
127,94,93,1,0,4,88,1,0,0,63,4,0,22,0,0,4,0,0,54,39,93,0,93,0,41,37,8,3,2,2,0,49,2,42,4/22/2019,4/22/2019,GA,GA-MP-127,CHNF-Rabun Bald,Rabun,255090,United_States_National_Forest_Service,"Chattahoochee National Forest, Rabun Bald, jct of Bartram Trail ~1.7 mi S of Beegum Gap","Grass bald with mixed hardwoods (Quercus rubra dominant, Acer pensylvanica, Amelanchier), Kalmia-Rhododendron thickets, schist outcrops, and observation tower",Non_calcareous,Non_calcareous,34.96532,-83.2999,1428,15,East_facing,130,2,94,116,Dry,4,4,5,15,15,10,5,1,10,5.2,5,75.2,367,91.75,2,5,7, 
128,94,92,2,2,8,79,3,0,0,81,0,2,8,1,0,0,0,0,52,40,90,2,90,2,48,34,6,1,2,1,0,54,2,36,4/22/2019,4/22/2019,GA,GA-MP-128,CHNF-Drip Nose Mountain,Rabun,255090,United_States_National_Forest_Service,"Chattahoochee National Forest, W slopes of Drip Nose Mountain ~0.2 mi E of CR121/Glade Mountain Rd.","Mixed hardwood (Acer, Betula lenta, Nyssa, Quercus prinus) – pine (Pinus rigida, P. strobus) forest with Gaylussacia-Kalmia-Vaccinium understory",Non_calcareous,Non_calcareous,34.98919,-83.14931,936,5,West_facing,60,2,94,119,Dry,1,3,3,20,15,10,5,3,10,5.2,5,79.2,494,98.8,3,12,15, 
129,113,109,4,1,10,93,4,1,0,75,1,1,26,6,0,0,0,0,69,40,108,1,108,1,52,43,5,4,3,2,3,55,4,47,4/23/2019,4/23/2019,GA,GA-MP-129,CHNF-Wolf Knob,Rabun,255090,United_States_National_Forest_Service,"Chattahoochee National Forest, S-slopes of Wolf Knob, 0.5 mi S of Patterson Gap Rd. at Patterson Gap","Mixed hardwood (Acer, Amelanchier, Betula lenta, Carya, Quercus alba, Fraxinus) forest with schist outcrops",Non_calcareous,Schist,34.96361,-83.47445,1201,20,South_facing,130,2,113,147,Dry,4,4,5,20,15,10,5,5,10,5.2,5,84.2,394,98.5,2,11,13, 
130,94,92,2,1,8,82,1,0,0,68,0,1,23,0,0,0,0,0,58,34,91,1,91,1,48,41,0,0,2,1,0,45,0,47,4/23/2019,4/23/2019,GA,GA-MP-130,CHNF-Grassy Ridge,Rabun,255090,United_States_National_Forest_Service,"Chattahoochee National Forest, W-facing slopes of Grassy Ridge, 0.2 mi N of Patterson Gap Rd. at Patterson Gap","Recently burned mixed hardwood (Acer, Amelanchier, Betula, Carya, Quercus alba, Q. rubra) forest with extensive schist outcrops and cliffs",Non_calcareous,Schist,34.97382,-83.4788,1151,20,West_facing,80,2,94,114,Dry,7,4,5,10,7,10,5,1,10,4.2,5,61.2,507,169,2,10,12, 
131,90,87,3,0,7,78,1,1,0,69,4,0,13,1,0,0,0,0,44,43,87,0,87,0,33,37,7,5,3,2,0,45,4,38,6/16/2019,6/16/2019,NC,NC-MP-131,NNF-Wet Camp Gap,Jackson,253961,United_States_National_Forest_Service,"Nantahala National Forest, Balsam Mountains, Wet Camp Gap, 0.2 mi N of Gage Bald, 0.2 mi S of Mountains to Sea Trail","Grass bald surrounded by mixed hardwood (Amelanchier dominant, Acer saccharum, Betula alleghaniensis, Quercus rubra) forest with sparse Abies and small rock outcrop",Non_calcareous,Non_calcareous,35.30855,-82.96935,1650,0,Flat,80,2,90,125,Dry,2,3,0,15,4,10,0,1,10,4.2,5,52.2,702,100.29,4,8,12, 
132,64,63,1,1,3,52,5,2,0,39,5,1,17,1,0,0,0,0,41,22,62,1,62,1,29,22,4,5,2,1,1,34,3,25,6/16/2019,6/16/2019,NC,NC-MP-132,PNF-Nobreeches,Haywood,256556,United_States_National_Forest_Service,"Pisgah National Forest, Balsam Mountains, S-slopes of Nobreeches Ridge at confluence of East Fork of Pigeon River and Greasy Cove Prong, at jct of Bridges Camp Gap Trail and Greasy Cove Trail","Rocky stream ravine with mixed hardwood (Acer saccharum, Aesculus, Betula alleghaniensis, B. lenta, Quercus rubra) forest and dense Rhododendron-Leucothoe understory",Non_calcareous,Non_calcareous,35.33697,-82.82706,1371,10,North_facing,60,2,64,69,Dry,9,3,3,20,15,10,5,3,10,4.2,5,78.2,518,103.6,1,7,8, 
133,93,93,0,1,5,79,6,2,0,90,2,0,0,1,0,0,0,0,47,46,92,1,93,0,44,41,5,2,1,0,0,48,3,42,6/18/2019,6/18/2019,NC,NC-MP-133,GSMNP-Ledge Bald,Haywood,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, Balsam Mountain, Beech Gap, N of Ledge Bald, E of jct of Balsam Mountain Trail and Beech Gap Trail","Mixed hardwood (Acer pensylvanicum, A. saccharum, Aesculus, Amelanchier, Betula alleghaniensis, B. lenta, Fagus, Fraxinus; some mature trees) – Picea forest with rich herbaceous understory",Non_calcareous,Non_calcareous,35.6464,-83.2019,1559,0,Flat,60,2,93,142,Wet,1,4,5,25,15,10,5,0,10,5.2,5,84.2,613,87.57,0,12,12, 
134,66,65,1,1,0,62,0,2,0,37,3,1,22,2,0,0,0,0,49,16,65,0,63,2,38,17,5,4,0,1,0,23,3,39,6/20/2019,6/20/2019,NC,NC-MP-134,PNF-Black Balsam Knob,Haywood,256556,United_States_National_Forest_Service,"Pisgah National Forest, Balsam Mountains, ridge S of Black Balsam Knob, Art Leob Trail/Trail-146 0.3 mi N of FSR816/Black Balsam Knob Rd.","Grass bald with shrubs (Prunus pensylvanica, Sorbus, Vaccinium) and occasional Abies and Picea, among schist-quartz outcrops",Non_calcareous,Schist,35.3247,-82.87712,1859,10,South_facing,60,1,66,95,Wet,7,0,0,0,4,0,0,0,8,3.2,5,20.2,102,102,1,5,6, 
135,86,83,3,1,4,71,5,2,0,77,0,1,5,0,0,0,0,0,45,38,82,1,82,1,45,31,6,0,1,0,1,39,0,43,6/20/2019,6/20/2019,NC,NC-MP-135,PNF-Parker Knob,Haywood,256556,United_States_National_Forest_Service,"Pisgah National Forest, Balsam Mountains, Middle Prong Wilderness, E-slopes of Parker Knob, Mountains To Sea Trail/Trail-440 0.4 mi N of Haywood Gap","Fagus dominated mixed hardwood (Acer saccharum, Amelanchier, Betula alleghaniensis, Fagus, Halesia, Quercus rubra) forest with sparse Picea",Non_calcareous,Non_calcareous,35.31432,-82.94911,1592,10,East_facing,80,1,86,109,Wet,1,3,3,25,15,10,5,2,10,4.2,5,82.2,422,84.4,0,7,7, 
136,60,59,1,1,0,56,1,1,0,38,4,1,16,0,0,0,0,0,38,21,58,1,58,1,31,21,2,4,0,1,0,31,5,23,6/21/2019,6/21/2019,NC,NC-MP-136,PNF-Roan High Bluff,Mitchell,256556,United_States_National_Forest_Service,"Pisgah National Forest, Roan Mountain, S slope of Roan High Bluff, ~0.2 mi E of overlook & ~0.3 mi W of parking area.","Fir (Abies) dominated forest with sparse Picea, Sorbus and Rhododendron catawbiense  amid large granitic rock outcrops",Non_calcareous,Granite,36.09362,-82.14485,1902,25,South_facing,50,1,60,77,Wet,6,4,5,15,15,10,5,3,10,3.2,5,75.2,366,61,1,3,4, 
137,44,44,0,1,0,41,2,0,0,35,5,0,3,1,0,0,0,0,26,18,43,1,44,0,23,17,1,2,1,0,0,22,3,19,6/24/2019,6/24/2019,NC,NC-MP-137,PNF-Richland Balsam,Haywood,256556,United_States_National_Forest_Service,"Pisgah National Forest, Balsam Mountains, Richland Balsam, W-facing slopes of summit",Regenerating Abies dominated Picea-Abies forest with sparse Sorbus and understory of Rhododendron catawbiense,Non_calcareous,Non_calcareous,35.367,-82.98997,1958,30,West_facing,60,2,44,54,Wet,3,3,3,15,15,10,5,3,8,3.2,5,70.2,501,62.63,2,3,5, 
138,96,94,2,2,0,89,1,2,0,69,10,0,14,1,0,0,0,0,58,36,92,2,93,1,45,32,8,8,0,1,0,48,5,41,6/24/2019,6/24/2019,NC,NC-MP-138,PNF-Green Knob,Haywood,256556,United_States_National_Forest_Service,"Pisgah National Forest, Balsam Mountains, Middle Prong Wilderness, E-slopes of Fork Ridge, ~0.5 mi N of jct of Green Mountain Trail & Mountains to Sea Trail, ~0.3 mi S of Green","Mixed hardwood (Acer saccharum, Amelanchier, Aronia, Betula alleghaniensis) – conifer (Abies, Picea) forest with ericaceous understory (Rhododendron catawbiense, Vaccinium) and exposed schist outcrop",Non_calcareous,Schist,35.31833,-82.92283,1780,30,East_facing,60,2,96,134,Dry,3,3,5,20,15,10,5,0,8,3.2,5,74.2,483,80.5,2,7,9, 
139,72,71,1,1,0,69,0,1,0,59,5,1,3,3,0,0,0,0,30,41,70,1,70,1,24,32,9,5,1,0,0,42,6,23,6/25/2019,6/25/2019,NC,NC-MP-139,PNF-Celo Knob,Yancey,256556,United_States_National_Forest_Service,"Pisgah National Forest, Black Mountains, Celo Knob, W-facing slopes of summit, 0.2 mi N of Black Mountain Crest Trail, 0.4 mi N of jct w/ Woody Ridge Trail","Regenerating Abies dominated Picea-Abies forest with Betula alleghaniensis, Sorbus and ericaceous understory of Rhododendron catawbiense and Vaccinium",Non_calcareous,Non_calcareous,35.85227,-82.24847,1929,15,East_facing,60,2,72,108,Wet,2,2,2,10,7,10,5,3,8,3.2,5,55.2,1210,63.68,4,5,9, 
140,63,63,0,0,0,63,0,0,0,49,4,0,9,1,0,0,0,0,38,25,63,0,63,0,35,23,2,2,1,0,0,30,1,32,6/25/2019,6/25/2019,NC,NC-MP-140,PNF-Woody Ridge,Yancey,256556,United_States_National_Forest_Service,"Pisgah National Forest, Black Mountains, jct of Black Mountain Crest Trail & Woody Ridge Trail, 0.1 mi S of Horse Rock","Grass bald with scattered stands of Abies-Picea and Rhododendron catawbiense-Sorbus-Vaccinium, and occasional granitic boulders",Non_calcareous,Granite,35.84664,-82.24668,1875,5,East_facing,60,1,63,91,Dry,1,3,0,10,4,10,0,0,8,3.2,5,43.2,137,68.5,3,4,7, 
